,k2,state,proba
185,1.25,sync,0.252
186,1.5,sync,0.237
187,1.75,sync,0.114
188,2.0,sync,0.085
189,2.25,sync,0.058
190,2.5,sync,0.05
191,2.75,sync,0.024
192,3.0,sync,0.014
193,3.25,sync,0.024
194,3.5,sync,0.007
195,3.75,sync,0.002
196,4.0,sync,0.005
197,4.25,sync,0.002
198,0.0,other,
199,0.25,other,
200,0.5,other,
201,0.75,other,
202,1.0,other,
203,1.25,other,
204,1.5,other,0.007
205,1.75,other,0.312
206,2.0,other,0.429
207,2.25,other,0.488
208,2.5,other,0.578
209,2.75,other,0.646
210,3.0,other,0.761
211,3.25,other,0.822
212,3.5,other,0.847
213,3.75,other,0.922
214,4.0,other,0.946
215,4.25,other,0.97
216,0.0,-6-twisted,
217,0.25,-6-twisted,
218,0.5,-6-twisted,
219,0.75,-6-twisted,
220,1.0,-6-twisted,
221,1.25,-6-twisted,
222,1.5,-6-twisted,
223,1.75,-6-twisted,
224,2.0,-6-twisted,
225,2.25,-6-twisted,
226,2.5,-6-twisted,0.001
227,2.75,-6-twisted,
228,3.0,-6-twisted,0.001
229,3.25,-6-twisted,
230,3.5,-6-twisted,0.001
231,3.75,-6-twisted,
232,4.0,-6-twisted,
233,4.25,-6-twisted,
234,0.0,2-cluster,
235,0.25,2-cluster,
236,0.5,2-cluster,
237,0.75,2-cluster,
238,1.0,2-cluster,
239,1.25,2-cluster,
240,1.5,2-cluster,
241,1.75,2-cluster,
242,2.0,2-cluster,
243,2.25,2-cluster,
244,2.5,2-cluster,0.001
245,2.75,2-cluster,
246,3.0,2-cluster,0.003
247,3.25,2-cluster,0.003
248,3.5,2-cluster,
249,3.75,2-cluster,
250,4.0,2-cluster,0.001
251,4.25,2-cluster,
252,0.0,6-twisted,
253,0.25,6-twisted,
254,0.5,6-twisted,
255,0.75,6-twisted,
256,1.0,6-twisted,
257,1.25,6-twisted,
258,1.5,6-twisted,
259,1.75,6-twisted,
260,2.0,6-twisted,
261,2.25,6-twisted,
262,2.5,6-twisted,
263,2.75,6-twisted,
264,3.0,6-twisted,
265,3.25,6-twisted,
266,3.5,6-twisted,
267,3.75,6-twisted,0.001
268,4.0,6-twisted,
269,4.25,6-twisted,
