,k2,state,proba
82,2.75,other,0.68
83,3.25,other,0.9
84,4.0,other,0.98
85,2.25,other,0.62
86,3.0,other,0.78
87,3.5,other,1.0
88,3.75,other,0.9
89,4.25,other,1.0
90,0.0,sync,0.28
91,0.25,sync,0.3
92,0.5,sync,0.26
93,0.75,sync,0.28
94,1.0,sync,0.28
95,1.25,sync,0.22
96,1.5,sync,0.26
97,1.75,sync,0.12
98,2.0,sync,0.04
99,2.5,sync,0.02
100,2.75,sync,
101,3.25,sync,0.04
102,4.0,sync,
103,2.25,sync,0.02
104,3.0,sync,
105,3.5,sync,
106,3.75,sync,0.04
107,4.25,sync,
108,0.0,-3-twisted,
109,0.25,-3-twisted,0.04
110,0.5,-3-twisted,0.02
111,0.75,-3-twisted,0.02
112,1.0,-3-twisted,0.06
113,1.25,-3-twisted,0.08
114,1.5,-3-twisted,0.1
115,1.75,-3-twisted,0.06
116,2.0,-3-twisted,0.04
117,2.5,-3-twisted,0.1
118,2.75,-3-twisted,0.04
119,3.25,-3-twisted,0.02
120,4.0,-3-twisted,
121,2.25,-3-twisted,0.1
122,3.0,-3-twisted,0.02
123,3.5,-3-twisted,
124,3.75,-3-twisted,0.02
125,4.25,-3-twisted,
126,0.0,3-twisted,
127,0.25,3-twisted,0.04
128,0.5,3-twisted,0.06
129,0.75,3-twisted,0.02
130,1.0,3-twisted,0.04
131,1.25,3-twisted,0.02
132,1.5,3-twisted,0.04
133,1.75,3-twisted,0.04
134,2.0,3-twisted,0.06
135,2.5,3-twisted,0.04
136,2.75,3-twisted,0.08
137,3.25,3-twisted,
138,4.0,3-twisted,
139,2.25,3-twisted,0.02
140,3.0,3-twisted,0.02
141,3.5,3-twisted,
142,3.75,3-twisted,0.02
143,4.25,3-twisted,
144,0.0,-4-twisted,
145,0.25,-4-twisted,
146,0.5,-4-twisted,
147,0.75,-4-twisted,
148,1.0,-4-twisted,
149,1.25,-4-twisted,
150,1.5,-4-twisted,0.02
151,1.75,-4-twisted,0.06
152,2.0,-4-twisted,0.02
153,2.5,-4-twisted,0.02
154,2.75,-4-twisted,0.02
155,3.25,-4-twisted,0.02
156,4.0,-4-twisted,
157,2.25,-4-twisted,
158,3.0,-4-twisted,0.02
159,3.5,-4-twisted,
160,3.75,-4-twisted,
161,4.25,-4-twisted,
162,0.0,4-twisted,
163,0.25,4-twisted,
164,0.5,4-twisted,
165,0.75,4-twisted,
166,1.0,4-twisted,
167,1.25,4-twisted,
168,1.5,4-twisted,
169,1.75,4-twisted,
170,2.0,4-twisted,0.08
171,2.5,4-twisted,0.04
172,2.75,4-twisted,0.02
173,3.25,4-twisted,
174,4.0,4-twisted,
175,2.25,4-twisted,0.04
176,3.0,4-twisted,
177,3.5,4-twisted,
178,3.75,4-twisted,
179,4.25,4-twisted,
180,0.0,5-twisted,
181,0.25,5-twisted,
182,0.5,5-twisted,
183,0.75,5-twisted,
184,1.0,5-twisted,
185,1.25,5-twisted,
186,1.5,5-twisted,
187,1.75,5-twisted,
188,2.0,5-twisted,
189,2.5,5-twisted,0.02
190,2.75,5-twisted,
191,3.25,5-twisted,
192,4.0,5-twisted,
193,2.25,5-twisted,
194,3.0,5-twisted,
195,3.5,5-twisted,
196,3.75,5-twisted,
197,4.25,5-twisted,
198,0.0,-5-twisted,
199,0.25,-5-twisted,
200,0.5,-5-twisted,
201,0.75,-5-twisted,
202,1.0,-5-twisted,
203,1.25,-5-twisted,
204,1.5,-5-twisted,
205,1.75,-5-twisted,
206,2.0,-5-twisted,
207,2.5,-5-twisted,
208,2.75,-5-twisted,
209,3.25,-5-twisted,
210,4.0,-5-twisted,
211,2.25,-5-twisted,
212,3.0,-5-twisted,0.02
213,3.5,-5-twisted,
214,3.75,-5-twisted,0.02
215,4.25,-5-twisted,
