,k2,state,proba
137,2.75,4-twisted,0.0251
138,3.0,4-twisted,0.0213
139,3.25,4-twisted,0.0194
140,3.5,4-twisted,0.0158
141,3.75,4-twisted,0.011
142,4.0,4-twisted,0.0072
143,4.25,4-twisted,0.0054
144,0.0,5-twisted,0.0001
145,0.25,5-twisted,
146,0.5,5-twisted,0.0004
147,0.75,5-twisted,0.0002
148,1.0,5-twisted,0.0003
149,1.25,5-twisted,0.0013
150,1.5,5-twisted,0.0015
151,1.75,5-twisted,0.0019
152,2.0,5-twisted,0.007
153,2.25,5-twisted,0.0105
154,2.5,5-twisted,0.0097
155,2.75,5-twisted,0.0084
156,3.0,5-twisted,0.0097
157,3.25,5-twisted,0.0097
158,3.5,5-twisted,0.0081
159,3.75,5-twisted,0.0051
160,4.0,5-twisted,0.0032
161,4.25,5-twisted,0.0045
162,0.0,sync,0.2992
163,0.25,sync,0.3001
164,0.5,sync,0.3038
165,0.75,sync,0.2891
166,1.0,sync,0.2605
167,1.25,sync,0.2529
168,1.5,sync,0.2469
169,1.75,sync,0.125
170,2.0,sync,0.0844
171,2.25,sync,0.0699
172,2.5,sync,0.0461
173,2.75,sync,0.0318
174,3.0,sync,0.0193
175,3.25,sync,0.0124
176,3.5,sync,0.0102
177,3.75,sync,0.0058
178,4.0,sync,0.0024
179,4.25,sync,0.0019
180,0.0,-5-twisted,
181,0.25,-5-twisted,0.0001
182,0.5,-5-twisted,0.0005
183,0.75,-5-twisted,
184,1.0,-5-twisted,0.0006
185,1.25,-5-twisted,0.0007
186,1.5,-5-twisted,0.001
187,1.75,-5-twisted,0.0012
188,2.0,-5-twisted,0.0095
189,2.25,-5-twisted,0.0112
190,2.5,-5-twisted,0.0126
191,2.75,-5-twisted,0.0113
192,3.0,-5-twisted,0.0109
193,3.25,-5-twisted,0.0092
194,3.5,-5-twisted,0.0086
195,3.75,-5-twisted,0.0054
196,4.0,-5-twisted,0.0039
197,4.25,-5-twisted,0.004
198,0.0,-6-twisted,
199,0.25,-6-twisted,
200,0.5,-6-twisted,
201,0.75,-6-twisted,
202,1.0,-6-twisted,
203,1.25,-6-twisted,
204,1.5,-6-twisted,0.0001
205,1.75,-6-twisted,0.0006
206,2.0,-6-twisted,0.0003
207,2.25,-6-twisted,
208,2.5,-6-twisted,
209,2.75,-6-twisted,0.0002
210,3.0,-6-twisted,0.0001
211,3.25,-6-twisted,0.0002
212,3.5,-6-twisted,0.0001
213,3.75,-6-twisted,0.0003
214,4.0,-6-twisted,0.0003
215,4.25,-6-twisted,0.0002
216,0.0,6-twisted,
217,0.25,6-twisted,
218,0.5,6-twisted,
219,0.75,6-twisted,
220,1.0,6-twisted,
221,1.25,6-twisted,
222,1.5,6-twisted,0.0003
223,1.75,6-twisted,0.0005
224,2.0,6-twisted,0.0001
225,2.25,6-twisted,
226,2.5,6-twisted,
227,2.75,6-twisted,0.0002
228,3.0,6-twisted,0.0004
229,3.25,6-twisted,0.0002
230,3.5,6-twisted,0.0003
231,3.75,6-twisted,0.0005
232,4.0,6-twisted,0.0002
233,4.25,6-twisted,0.0001
234,0.0,other,
235,0.25,other,
236,0.5,other,
237,0.75,other,
238,1.0,other,
239,1.25,other,
240,1.5,other,0.0061
241,1.75,other,0.3254
242,2.0,other,0.4039
243,2.25,other,0.4814
244,2.5,other,0.5729
245,2.75,other,0.6594
246,3.0,other,0.7512
247,3.25,other,0.8201
248,3.5,other,0.8652
249,3.75,other,0.9159
250,4.0,other,0.9479
251,4.25,other,0.9575
252,0.0,2-cluster,
253,0.25,2-cluster,
254,0.5,2-cluster,
255,0.75,2-cluster,
256,1.0,2-cluster,
257,1.25,2-cluster,
258,1.5,2-cluster,
259,1.75,2-cluster,0.0002
260,2.0,2-cluster,0.0004
261,2.25,2-cluster,0.0012
262,2.5,2-cluster,0.0009
263,2.75,2-cluster,0.0015
264,3.0,2-cluster,0.0013
265,3.25,2-cluster,0.0008
266,3.5,2-cluster,0.0014
267,3.75,2-cluster,0.001
268,4.0,2-cluster,0.0004
269,4.25,2-cluster,0.0002
270,0.0,-7-twisted,
271,0.25,-7-twisted,
272,0.5,-7-twisted,
273,0.75,-7-twisted,
274,1.0,-7-twisted,
275,1.25,-7-twisted,
276,1.5,-7-twisted,
277,1.75,-7-twisted,
278,2.0,-7-twisted,0.0001
279,2.25,-7-twisted,
280,2.5,-7-twisted,
281,2.75,-7-twisted,
282,3.0,-7-twisted,
283,3.25,-7-twisted,
284,3.5,-7-twisted,
285,3.75,-7-twisted,
286,4.0,-7-twisted,0.0001
287,4.25,-7-twisted,
288,0.0,7-twisted,
289,0.25,7-twisted,
290,0.5,7-twisted,
291,0.75,7-twisted,
292,1.0,7-twisted,
293,1.25,7-twisted,
294,1.5,7-twisted,
295,1.75,7-twisted,
296,2.0,7-twisted,0.0001
297,2.25,7-twisted,
298,2.5,7-twisted,
299,2.75,7-twisted,
300,3.0,7-twisted,
301,3.25,7-twisted,
302,3.5,7-twisted,
303,3.75,7-twisted,
304,4.0,7-twisted,
305,4.25,7-twisted,
