,k2,state,proba
71,4.0,-4-twisted,0.007976071784646061
72,4.5,-4-twisted,0.0019940179461615153
73,5.0,-4-twisted,0.0009970089730807576
74,8.0,-4-twisted,
75,5.5,-4-twisted,0.0009970089730807576
76,7.5,-4-twisted,
77,6.5,-4-twisted,
78,7.0,-4-twisted,
79,6.0,-4-twisted,
80,8.5,-4-twisted,
81,9.0,-4-twisted,
82,9.5,-4-twisted,
83,10.0,-4-twisted,
84,0.0,0-twisted,0.2931206380857428
85,0.5,0-twisted,0.30807577268195413
86,1.0,0-twisted,0.2522432701894317
87,1.5,0-twisted,0.22033898305084745
88,2.0,0-twisted,0.0707876370887338
89,2.5,0-twisted,0.045862412761714856
90,3.0,0-twisted,0.020937188434695914
91,3.5,0-twisted,0.009970089730807577
92,4.0,0-twisted,0.0029910269192422734
93,4.5,0-twisted,0.0019940179461615153
94,5.0,0-twisted,
95,8.0,0-twisted,
96,5.5,0-twisted,
97,7.5,0-twisted,
98,6.5,0-twisted,
99,7.0,0-twisted,
100,6.0,0-twisted,
101,8.5,0-twisted,
102,9.0,0-twisted,
103,9.5,0-twisted,
104,10.0,0-twisted,
105,0.0,1-twisted,0.2213359920239282
106,0.5,1-twisted,0.22333000997008973
107,1.0,1-twisted,0.2053838484546361
108,1.5,1-twisted,0.19641076769690927
109,2.0,1-twisted,0.07776669990029911
110,2.5,1-twisted,0.04287138584247258
111,3.0,1-twisted,0.022931206380857428
112,3.5,1-twisted,0.01296111665004985
113,4.0,1-twisted,0.0029910269192422734
114,4.5,1-twisted,0.0009970089730807576
115,5.0,1-twisted,
116,8.0,1-twisted,
117,5.5,1-twisted,
118,7.5,1-twisted,0.0009970089730807576
119,6.5,1-twisted,
120,7.0,1-twisted,
121,6.0,1-twisted,
122,8.5,1-twisted,
123,9.0,1-twisted,
124,9.5,1-twisted,
125,10.0,1-twisted,
126,0.0,2-twisted,0.09172482552342971
127,0.5,2-twisted,0.10767696909272183
128,1.0,2-twisted,0.10667996011964108
129,1.5,2-twisted,0.10967098703888335
130,2.0,2-twisted,0.08175473579262213
131,2.5,2-twisted,0.06081754735792622
132,3.0,2-twisted,0.026919242273180457
133,3.5,2-twisted,0.009970089730807577
134,4.0,2-twisted,0.0019940179461615153
135,4.5,2-twisted,0.0009970089730807576
136,5.0,2-twisted,0.0019940179461615153
137,8.0,2-twisted,
138,5.5,2-twisted,0.0009970089730807576
139,7.5,2-twisted,
140,6.5,2-twisted,
141,7.0,2-twisted,
142,6.0,2-twisted,
143,8.5,2-twisted,
144,9.0,2-twisted,
145,9.5,2-twisted,
146,10.0,2-twisted,
147,0.0,3-twisted,0.027916251246261216
148,0.5,3-twisted,0.020937188434695914
149,1.0,3-twisted,0.03788634097706879
150,1.5,3-twisted,0.0448654037886341
151,2.0,3-twisted,0.045862412761714856
152,2.5,3-twisted,0.03788634097706879
153,3.0,3-twisted,0.018943170488534396
154,3.5,3-twisted,0.023928215353938187
155,4.0,3-twisted,0.007976071784646061
156,4.5,3-twisted,0.0019940179461615153
157,5.0,3-twisted,0.0009970089730807576
158,8.0,3-twisted,
159,5.5,3-twisted,
160,7.5,3-twisted,
161,6.5,3-twisted,
162,7.0,3-twisted,
163,6.0,3-twisted,
164,8.5,3-twisted,
165,9.0,3-twisted,
166,9.5,3-twisted,
167,10.0,3-twisted,
168,0.0,-5-twisted,
169,0.5,-5-twisted,
170,1.0,-5-twisted,0.0009970089730807576
171,1.5,-5-twisted,0.0019940179461615153
172,2.0,-5-twisted,0.0029910269192422734
173,2.5,-5-twisted,0.007976071784646061
174,3.0,-5-twisted,0.010967098703888335
175,3.5,-5-twisted,0.00897308075772682
176,4.0,-5-twisted,0.006979062811565304
177,4.5,-5-twisted,0.0029910269192422734
178,5.0,-5-twisted,
179,8.0,-5-twisted,
180,5.5,-5-twisted,0.0019940179461615153
181,7.5,-5-twisted,
182,6.5,-5-twisted,0.0009970089730807576
183,7.0,-5-twisted,0.0009970089730807576
184,6.0,-5-twisted,
185,8.5,-5-twisted,
186,9.0,-5-twisted,
187,9.5,-5-twisted,
188,10.0,-5-twisted,
189,0.0,4-twisted,
190,0.5,4-twisted,
191,1.0,4-twisted,0.0019940179461615153
192,1.5,4-twisted,0.00897308075772682
193,2.0,4-twisted,0.027916251246261216
194,2.5,4-twisted,0.023928215353938187
195,3.0,4-twisted,0.022931206380857428
196,3.5,4-twisted,0.01296111665004985
197,4.0,4-twisted,0.009970089730807577
198,4.5,4-twisted,0.003988035892323031
199,5.0,4-twisted,0.0009970089730807576
200,8.0,4-twisted,
201,5.5,4-twisted,0.0029910269192422734
202,7.5,4-twisted,
203,6.5,4-twisted,0.0019940179461615153
204,7.0,4-twisted,
205,6.0,4-twisted,0.0019940179461615153
206,8.5,4-twisted,
207,9.0,4-twisted,
208,9.5,4-twisted,
209,10.0,4-twisted,
210,0.0,5-twisted,
211,0.5,5-twisted,
212,1.0,5-twisted,
213,1.5,5-twisted,0.0019940179461615153
214,2.0,5-twisted,0.009970089730807577
215,2.5,5-twisted,0.009970089730807577
216,3.0,5-twisted,0.01296111665004985
217,3.5,5-twisted,0.01296111665004985
218,4.0,5-twisted,0.005982053838484547
219,4.5,5-twisted,0.003988035892323031
220,5.0,5-twisted,
221,8.0,5-twisted,
222,5.5,5-twisted,
223,7.5,5-twisted,
224,6.5,5-twisted,
225,7.0,5-twisted,
226,6.0,5-twisted,0.0009970089730807576
227,8.5,5-twisted,
228,9.0,5-twisted,
229,9.5,5-twisted,
230,10.0,5-twisted,
231,0.0,other,
232,0.5,other,
233,1.0,other,
234,1.5,other,0.006979062811565304
235,2.0,other,0.4067796610169492
236,2.5,other,0.5712861415752741
237,3.0,other,0.7617148554336989
238,3.5,other,0.8604187437686939
239,4.0,other,0.9401794616151545
240,4.5,other,0.9760717846460618
241,5.0,other,0.9940179461615155
242,8.0,other,0.9990029910269193
243,5.5,other,0.9930209371884346
244,7.5,other,0.9990029910269193
245,6.5,other,0.9970089730807578
246,7.0,other,0.9990029910269193
247,6.0,other,0.9970089730807578
248,8.5,other,1.0
249,9.0,other,1.0
250,9.5,other,1.0
251,10.0,other,1.0
252,0.0,-6-twisted,
253,0.5,-6-twisted,
254,1.0,-6-twisted,
255,1.5,-6-twisted,
256,2.0,-6-twisted,0.0009970089730807576
257,2.5,-6-twisted,0.0019940179461615153
258,3.0,-6-twisted,
259,3.5,-6-twisted,
260,4.0,-6-twisted,
261,4.5,-6-twisted,
262,5.0,-6-twisted,
263,8.0,-6-twisted,
264,5.5,-6-twisted,
265,7.5,-6-twisted,
266,6.5,-6-twisted,
267,7.0,-6-twisted,
268,6.0,-6-twisted,
269,8.5,-6-twisted,
270,9.0,-6-twisted,
271,9.5,-6-twisted,
272,10.0,-6-twisted,
